,page,product,link
0,1,"Save this listing
OPEN HOME TODAY
108 Marlow Street, Musselburgh
Offers Over $499,000
4
1
House",https://www.realestate.co.nz/42825406/residential/sale/108-marlow-street-musselburgh
1,1,"Save this listing
OPEN HOME TODAY
28 Bathgate Street, South Dunedin
Negotiation
3
2
House",https://www.realestate.co.nz/42809209/residential/sale/28-bathgate-street-south-dunedin
2,1,"Save this listing
248A Tirohanga Road, North Taieri
Negotiation
4
2
Lifestyle Property",https://www.realestate.co.nz/42790427/residential/sale/248a-tirohanga-road-north-taieri
3,1,"OPEN HOME TODAY
161 Main Road, Fairfield
Negotiation
2",https://www.realestate.co.nz/42800808/residential/sale/161-main-road-fairfield
4,1,,https://www.realestate.co.nz/42826534/residential/sale/27-normanby-street-saint-kilda
5,1,,https://www.realestate.co.nz/42766195/residential/sale/11-ings-avenue-saint-clair
6,1,,https://www.realestate.co.nz/42817914/residential/sale/22-glenelg-street-bradford
7,1,,https://www.realestate.co.nz/42826192/residential/sale/101-eglinton-road-mornington
8,1,,https://www.realestate.co.nz/42785233/residential/sale/2l-clayton-street-saint-clair
9,1,,https://www.realestate.co.nz/42804784/residential/sale/51-manor-place-dunedin-central
10,1,,https://www.realestate.co.nz/42826535/residential/sale/1-copeland-street-brighton
11,1,,https://www.realestate.co.nz/42822143/residential/sale/625-andersons-bay-road-musselburgh
12,1,,https://www.realestate.co.nz/42750192/residential/sale/30-stonelaw-terrace-maori-hill
13,1,,https://www.realestate.co.nz/42773358/residential/sale/930-harington-point-road-harington-point
14,1,,https://www.realestate.co.nz/42817423/residential/sale/5-montague-street-north-east-valley
15,1,,https://www.realestate.co.nz/42817613/residential/sale/59-burns-street-south-dunedin
16,1,,https://www.realestate.co.nz/42795384/residential/sale/975-harington-point-road-harington-point
17,1,,https://www.realestate.co.nz/42818246/residential/sale/81-gilkison-street-halfway-bush
18,1,"Share this listing
Save this listing
Listed 10 months ago
110 Melbourne Street, South Dunedin
INCREDIBLE DEVELOPMENT OPPORTUNITY
7724m2
Section
$5,400,000 Plus GST (if any)",https://www.realestate.co.nz/42617405/residential/sale/110-melbourne-street-south-dunedin
19,2,"Save this listing
OPEN HOME TODAY
24 Antrim Street, Normanby
Enquiries Over $469,000
3
1
House",https://www.realestate.co.nz/42818440/residential/sale/24-antrim-street-normanby
20,2,"Save this listing
OPEN HOME TODAY
23 Forfar Street, Mosgiel
Deadline Sale
3
1
Townhouse",https://www.realestate.co.nz/42825008/residential/sale/23-forfar-street-mosgiel
21,2,"Save this listing
14 Junction Road, Ravensbourne
$170,000
Section",https://www.realestate.co.nz/42787688/residential/sale/14-junction-road-ravensbourne
22,2,"1 Glenross Street, Glenross
Enquiries Over $539,000
3",https://www.realestate.co.nz/42812047/residential/sale/1-glenross-street-glenross
23,2,,https://www.realestate.co.nz/42750192/residential/sale/30-stonelaw-terrace-maori-hill
24,2,,https://www.realestate.co.nz/42826534/residential/sale/27-normanby-street-saint-kilda
25,2,,https://www.realestate.co.nz/42809739/residential/sale/5-torr-street-vauxhall
26,2,,https://www.realestate.co.nz/42817323/residential/sale/14-seaview-terrace-kew
27,2,,https://www.realestate.co.nz/42799281/residential/sale/50-anderton-crescent-mosgiel
28,2,,https://www.realestate.co.nz/42826274/residential/sale/136-riselaw-road-calton-hill
29,2,,https://www.realestate.co.nz/42744500/residential/sale/64-grimness-street-karitane
30,2,,https://www.realestate.co.nz/42816394/residential/sale/313-brighton-road-waldronville
31,2,,https://www.realestate.co.nz/42817423/residential/sale/5-montague-street-north-east-valley
32,2,,https://www.realestate.co.nz/42817823/residential/sale/29-franklin-street-dalmore
33,2,,https://www.realestate.co.nz/42748794/residential/sale/a-13-quarry-road-mosgiel
34,2,,https://www.realestate.co.nz/42826540/residential/sale/55-murray-street-mosgiel
35,2,,https://www.realestate.co.nz/42790427/residential/sale/248a-tirohanga-road-north-taieri
36,2,,https://www.realestate.co.nz/42824735/residential/sale/51-bayfield-road-andersons-bay
37,2,"Share this listing
Save this listing
Listed 10 months ago
110 Melbourne Street, South Dunedin
INCREDIBLE DEVELOPMENT OPPORTUNITY
7724m2
Section
$5,400,000 Plus GST (if any)",https://www.realestate.co.nz/42617405/residential/sale/110-melbourne-street-south-dunedin
38,3,"Save this listing
30 Richardson Street, Saint Kilda
Negotiation
3
1
House",https://www.realestate.co.nz/42817893/residential/sale/30-richardson-street-saint-kilda
39,3,"Save this listing
OPEN HOME TODAY
2 Centennial Road, Fairfield
Deadline Sale
3
1
House",https://www.realestate.co.nz/42828623/residential/sale/2-centennial-road-fairfield
40,3,"Save this listing
OPEN HOME TODAY
5 Torr Street, Vauxhall
Offers Over $1,750,000
4
3
House",https://www.realestate.co.nz/42809739/residential/sale/5-torr-street-vauxhall
41,3,"10 Geelong Street, Waikouaiti
Enquiries Over $775,000
3",https://www.realestate.co.nz/42799557/residential/sale/10-geelong-street-waikouaiti
42,3,,https://www.realestate.co.nz/42813664/residential/sale/c-92-eglinton-road-mornington
43,3,,https://www.realestate.co.nz/42748288/residential/sale/11-belgrave-crescent-kaikorai
44,3,,https://www.realestate.co.nz/42611826/residential/sale/195-wakari-road-helensburgh
45,3,,https://www.realestate.co.nz/42816872/residential/sale/14-upland-street-helensburgh
46,3,,https://www.realestate.co.nz/42829658/residential/sale/77-wesley-street-south-dunedin
47,3,,https://www.realestate.co.nz/42682158/residential/sale/448-taioma-road-north-taieri
48,3,,https://www.realestate.co.nz/42824735/residential/sale/51-bayfield-road-andersons-bay
49,3,,https://www.realestate.co.nz/42829946/residential/sale/44-turnbull-street-brockville
50,3,,https://www.realestate.co.nz/42790427/residential/sale/248a-tirohanga-road-north-taieri
51,3,,https://www.realestate.co.nz/42826544/residential/sale/19-silverton-street-andersons-bay
52,3,,https://www.realestate.co.nz/42631508/residential/sale/1-180-scott-street-waverley
53,3,,https://www.realestate.co.nz/42799281/residential/sale/50-anderton-crescent-mosgiel
54,3,,https://www.realestate.co.nz/42826534/residential/sale/27-normanby-street-saint-kilda
55,3,,https://www.realestate.co.nz/42783392/residential/sale/66-cliffs-road-saint-clair
56,3,"Share this listing
Save this listing
Listed 10 months ago
110 Melbourne Street, South Dunedin
INCREDIBLE DEVELOPMENT OPPORTUNITY
7724m2
Section
$5,400,000 Plus GST (if any)",https://www.realestate.co.nz/42617405/residential/sale/110-melbourne-street-south-dunedin
57,4,"Save this listing
64 Grimness Street, Karitane
Negotiation
Section",https://www.realestate.co.nz/42744500/residential/sale/64-grimness-street-karitane
58,4,"Save this listing
OPEN HOME TODAY
14 Seaview Terrace, KEW
Deadline Sale
3
1
House",https://www.realestate.co.nz/42817323/residential/sale/14-seaview-terrace-kew
59,4,"Save this listing
195 Wakari Road, Helensburgh
$350,000
Section",https://www.realestate.co.nz/42611711/residential/sale/195-wakari-road-helensburgh
60,4,"OPEN HOME TODAY
10 Harden Street, WOODHAUGH
$549,000
3",https://www.realestate.co.nz/42815383/residential/sale/10-harden-street-woodhaugh
61,4,,https://www.realestate.co.nz/42817423/residential/sale/5-montague-street-north-east-valley
62,4,,https://www.realestate.co.nz/42682158/residential/sale/448-taioma-road-north-taieri
63,4,,https://www.realestate.co.nz/42799763/residential/sale/6a-king-street-mosgiel
64,4,,https://www.realestate.co.nz/42822101/residential/sale/74-st-leonards-drive-saint-leonards
65,4,,https://www.realestate.co.nz/42817613/residential/sale/59-burns-street-south-dunedin
66,4,,https://www.realestate.co.nz/42817823/residential/sale/29-franklin-street-dalmore
67,4,,https://www.realestate.co.nz/42823739/residential/sale/67c-royal-crescent-saint-kilda
68,4,,https://www.realestate.co.nz/42826608/residential/sale/9-lowe-street-pine-hill
69,4,,https://www.realestate.co.nz/42804129/residential/sale/34a-highgate-belleknowes
70,4,,https://www.realestate.co.nz/42811125/residential/sale/138-coast-road-warrington
71,4,,https://www.realestate.co.nz/42809364/residential/sale/42-mckerrow-street-shiel-hill
72,4,,https://www.realestate.co.nz/42798089/residential/sale/64-mckerrow-street-shiel-hill
73,4,,https://www.realestate.co.nz/42816556/residential/sale/20-dorset-street-balaclava
74,4,,https://www.realestate.co.nz/42817491/residential/sale/167a-bay-view-road-south-dunedin
75,4,"Share this listing
Save this listing
Listed 10 months ago
110 Melbourne Street, South Dunedin
INCREDIBLE DEVELOPMENT OPPORTUNITY
7724m2
Section
$5,400,000 Plus GST (if any)",https://www.realestate.co.nz/42617405/residential/sale/110-melbourne-street-south-dunedin
76,5,"Save this listing
944 Harington Point Road, Harington Point
Negotiation
Section",https://www.realestate.co.nz/42778372/residential/sale/944-harington-point-road-harington-point
77,5,"Save this listing
30 Stonelaw Terrace, Maori Hill
Negotiation
5
3
House",https://www.realestate.co.nz/42750192/residential/sale/30-stonelaw-terrace-maori-hill
78,5,"Save this listing
OPEN HOME TODAY
34A Highgate, Belleknowes
Offers Over $889,000
3
2
House",https://www.realestate.co.nz/42804129/residential/sale/34a-highgate-belleknowes
79,5,"C/92 Eglinton Road, Mornington
Enquiries Over $439,000
2",https://www.realestate.co.nz/42813664/residential/sale/c-92-eglinton-road-mornington
80,5,,https://www.realestate.co.nz/42766195/residential/sale/11-ings-avenue-saint-clair
81,5,,https://www.realestate.co.nz/42826535/residential/sale/1-copeland-street-brighton
82,5,,https://www.realestate.co.nz/42829521/residential/sale/244-pine-hill-road-liberton
83,5,,https://www.realestate.co.nz/42809364/residential/sale/42-mckerrow-street-shiel-hill
84,5,,https://www.realestate.co.nz/42762595/residential/sale/32-adderley-terrace-ravensbourne
85,5,,https://www.realestate.co.nz/42821137/residential/sale/34-elm-row-dunedin-central
86,5,,https://www.realestate.co.nz/42787139/residential/sale/7-hoylake-street-outram
87,5,,https://www.realestate.co.nz/42824329/residential/sale/32-panmure-avenue-calton-hill
88,5,,https://www.realestate.co.nz/42824752/residential/sale/44-brighton-road-green-island
89,5,,https://www.realestate.co.nz/42743508/residential/sale/17-freyberg-road-fairfield
90,5,,https://www.realestate.co.nz/42825290/residential/sale/a-62-david-street-caversham
91,5,,https://www.realestate.co.nz/42809209/residential/sale/28-bathgate-street-south-dunedin
92,5,,https://www.realestate.co.nz/42817893/residential/sale/30-richardson-street-saint-kilda
93,5,,https://www.realestate.co.nz/42824903/residential/sale/177-albany-street-north-dunedin
94,5,"Share this listing
Save this listing
Listed 10 months ago
110 Melbourne Street, South Dunedin
INCREDIBLE DEVELOPMENT OPPORTUNITY
7724m2
Section
$5,400,000 Plus GST (if any)",https://www.realestate.co.nz/42617405/residential/sale/110-melbourne-street-south-dunedin
95,6,"Save this listing
2/60 Ann Street, Kaikorai
Negotiation
3
3
House",https://www.realestate.co.nz/42579522/residential/sale/2-60-ann-street-kaikorai
96,6,"Save this listing
OPEN HOME TODAY
625 Andersons Bay Road, Musselburgh
Auction
2
1
House",https://www.realestate.co.nz/42822143/residential/sale/625-andersons-bay-road-musselburgh
97,6,"Save this listing
DEADLINE: 30 JUL 2025
1140 Coast Road, Karitane, Dunedin Central
Deadline Sale
7
6
Home & Income",https://www.realestate.co.nz/42796384/residential/sale/1140-coast-road-karitane-dunedin-central
98,6,"AUCTION IN 2 WEEKS
43 Arawa Street, Tainui
Auction
Section",https://www.realestate.co.nz/42825689/residential/sale/43-arawa-street-tainui
99,6,,https://www.realestate.co.nz/42824233/residential/sale/53-lawrence-street-mornington
100,6,,https://www.realestate.co.nz/42611711/residential/sale/195-wakari-road-helensburgh
101,6,,https://www.realestate.co.nz/42787139/residential/sale/7-hoylake-street-outram
102,6,,https://www.realestate.co.nz/42750192/residential/sale/30-stonelaw-terrace-maori-hill
103,6,,https://www.realestate.co.nz/42817298/residential/sale/19-tweed-street-roslyn
104,6,,https://www.realestate.co.nz/42807571/residential/sale/62-ascot-street-saint-kilda
105,6,,https://www.realestate.co.nz/42830112/residential/sale/a-41-rona-street-saint-kilda
106,6,,https://www.realestate.co.nz/42761532/residential/sale/3-strathmore-crescent-roslyn
107,6,,https://www.realestate.co.nz/42749951/residential/sale/35-green-island-bush-road-blackhead
108,6,,https://www.realestate.co.nz/42828623/residential/sale/2-centennial-road-fairfield
109,6,,https://www.realestate.co.nz/42815388/residential/sale/27-27a-brunel-street-mornington
110,6,,https://www.realestate.co.nz/42826274/residential/sale/136-riselaw-road-calton-hill
111,6,,https://www.realestate.co.nz/42814277/residential/sale/40-and-42-waldron-crescent-green-island
112,6,,https://www.realestate.co.nz/42752374/residential/sale/34-arran-street-mosgiel
113,6,"Share this listing
Save this listing
Listed 10 months ago
110 Melbourne Street, South Dunedin
INCREDIBLE DEVELOPMENT OPPORTUNITY
7724m2
Section
$5,400,000 Plus GST (if any)",https://www.realestate.co.nz/42617405/residential/sale/110-melbourne-street-south-dunedin
114,7,,https://www.realestate.co.nz/42821380/residential/sale/2-waireka-street-ravensbourne
115,7,,https://www.realestate.co.nz/42817491/residential/sale/167a-bay-view-road-south-dunedin
116,7,,https://www.realestate.co.nz/42817823/residential/sale/29-franklin-street-dalmore
117,7,"Save this listing
64 McKerrow Street, Shiel Hill
Enquiries Over $849,000
3
3
House",https://www.realestate.co.nz/42798089/residential/sale/64-mckerrow-street-shiel-hill
118,7,"Save this listing
1/180 Scott Street, Waverley
Negotiation
2
3
House",https://www.realestate.co.nz/42631508/residential/sale/1-180-scott-street-waverley
119,7,"Save this listing
OPEN HOME TODAY
5 Torr Street, Vauxhall
Offers Over $1,750,000
4
3
House",https://www.realestate.co.nz/42809739/residential/sale/5-torr-street-vauxhall
120,7,"50 Anderton Crescent, Mosgiel
$1,100,000
4",https://www.realestate.co.nz/42799281/residential/sale/50-anderton-crescent-mosgiel
121,7,,https://www.realestate.co.nz/42812047/residential/sale/1-glenross-street-glenross
122,7,,https://www.realestate.co.nz/42820834/residential/sale/16-pinfold-place-mosgiel
123,7,,https://www.realestate.co.nz/42821646/residential/sale/41-43-45a-canongate-dunedin-central
124,7,,https://www.realestate.co.nz/42829521/residential/sale/244-pine-hill-road-liberton
125,7,,https://www.realestate.co.nz/42826059/residential/sale/43-oregon-street-ocean-grove
126,7,,https://www.realestate.co.nz/42829824/residential/sale/11-merlin-street-roslyn
127,7,,https://www.realestate.co.nz/42809035/residential/sale/36-marlow-street-units-1-8-saint-kilda
128,7,,https://www.realestate.co.nz/42817893/residential/sale/30-richardson-street-saint-kilda
129,7,,https://www.realestate.co.nz/42825008/residential/sale/23-forfar-street-mosgiel
130,7,,https://www.realestate.co.nz/42830315/residential/sale/1-wynyard-street-south-dunedin
131,7,,https://www.realestate.co.nz/42817162/residential/sale/k-20-brighton-road-green-island
132,7,"Share this listing
Save this listing
Listed 10 months ago
110 Melbourne Street, South Dunedin
INCREDIBLE DEVELOPMENT OPPORTUNITY
7724m2
Section
$5,400,000 Plus GST (if any)",https://www.realestate.co.nz/42617405/residential/sale/110-melbourne-street-south-dunedin
133,8,"Save this listing
OPEN HOME TODAY
27 Normanby Street, Saint Kilda
Deadline Sale
3
1
House",https://www.realestate.co.nz/42826534/residential/sale/27-normanby-street-saint-kilda
134,8,"Save this listing
462 Waitati Valley Road, Upper Waitati
Buyer Interest From $1,200,000 Plus GST (if any)
3
1
Lifestyle Property",https://www.realestate.co.nz/42819682/rural/sale/462-waitati-valley-road-upper-waitati
135,8,"Save this listing
32 Adderley Terrace, Ravensbourne
Offers Over $619,000
4
2
House",https://www.realestate.co.nz/42762595/residential/sale/32-adderley-terrace-ravensbourne
136,8,"OPEN HOME TODAY
11 Merlin Street, Roslyn
Auction
2",https://www.realestate.co.nz/42829824/residential/sale/11-merlin-street-roslyn
137,8,,https://www.realestate.co.nz/42823001/residential/sale/12-dryden-street-mosgiel
138,8,,https://www.realestate.co.nz/42830112/residential/sale/a-41-rona-street-saint-kilda
139,8,,https://www.realestate.co.nz/42817613/residential/sale/59-burns-street-south-dunedin
140,8,,https://www.realestate.co.nz/42822143/residential/sale/625-andersons-bay-road-musselburgh
141,8,,https://www.realestate.co.nz/42820684/residential/sale/8-elmwood-drive-mosgiel
142,8,,https://www.realestate.co.nz/42777107/residential/sale/56-drivers-road-maori-hill
143,8,,https://www.realestate.co.nz/42817298/residential/sale/19-tweed-street-roslyn
144,8,,https://www.realestate.co.nz/42812047/residential/sale/1-glenross-street-glenross
145,8,,https://www.realestate.co.nz/42820834/residential/sale/16-pinfold-place-mosgiel
146,8,,https://www.realestate.co.nz/42822654/residential/sale/8-doon-street-mosgiel
147,8,,https://www.realestate.co.nz/42817366/residential/sale/6-doon-street-vauxhall
148,8,,https://www.realestate.co.nz/42797512/residential/sale/2a-braeside-east-taieri-mosgiel
149,8,,https://www.realestate.co.nz/42829946/residential/sale/44-turnbull-street-brockville
150,8,,https://www.realestate.co.nz/42829658/residential/sale/77-wesley-street-south-dunedin
151,8,"Share this listing
Save this listing
Listed 10 months ago
110 Melbourne Street, South Dunedin
INCREDIBLE DEVELOPMENT OPPORTUNITY
7724m2
Section
$5,400,000 Plus GST (if any)",https://www.realestate.co.nz/42617405/residential/sale/110-melbourne-street-south-dunedin
152,9,"Save this listing
TENDER IN 3 WEEKS
77 Wesley Street, South Dunedin
Tender
3
1
House",https://www.realestate.co.nz/42829658/residential/sale/77-wesley-street-south-dunedin
153,9,"Save this listing
OPEN HOME TODAY
6 Fenty Place, Mosgiel
Negotiation
5
2
House",https://www.realestate.co.nz/42821645/residential/sale/6-fenty-place-mosgiel
154,9,"Save this listing
51 Manor Place, Dunedin Central
Negotiation
7
5
House",https://www.realestate.co.nz/42804784/residential/sale/51-manor-place-dunedin-central
155,9,"8 Elmwood Drive, Mosgiel
$585,000
3",https://www.realestate.co.nz/42820684/residential/sale/8-elmwood-drive-mosgiel
156,9,,https://www.realestate.co.nz/42826610/residential/sale/26-carson-street-mornington
157,9,,https://www.realestate.co.nz/42787688/residential/sale/14-junction-road-ravensbourne
158,9,,https://www.realestate.co.nz/42811125/residential/sale/138-coast-road-warrington
159,9,,https://www.realestate.co.nz/42799763/residential/sale/6a-king-street-mosgiel
160,9,,https://www.realestate.co.nz/42816394/residential/sale/313-brighton-road-waldronville
161,9,,https://www.realestate.co.nz/42816556/residential/sale/20-dorset-street-balaclava
162,9,,https://www.realestate.co.nz/42828455/residential/sale/17-viscount-road-waldronville
163,9,,https://www.realestate.co.nz/42755572/residential/sale/25-highgrove-saint-clair
164,9,,https://www.realestate.co.nz/42821137/residential/sale/34-elm-row-dunedin-central
165,9,,https://www.realestate.co.nz/42803283/residential/sale/242-helensburgh-road-helensburgh
166,9,,https://www.realestate.co.nz/42817298/residential/sale/19-tweed-street-roslyn
167,9,,https://www.realestate.co.nz/42812047/residential/sale/1-glenross-street-glenross
168,9,,https://www.realestate.co.nz/42826192/residential/sale/101-eglinton-road-mornington
169,9,,https://www.realestate.co.nz/42807571/residential/sale/62-ascot-street-saint-kilda
170,9,"Share this listing
Save this listing
Listed 10 months ago
110 Melbourne Street, South Dunedin
INCREDIBLE DEVELOPMENT OPPORTUNITY
7724m2
Section
$5,400,000 Plus GST (if any)",https://www.realestate.co.nz/42617405/residential/sale/110-melbourne-street-south-dunedin
171,10,"Save this listing
TENDER IN 3 WEEKS
77 Wesley Street, South Dunedin
Tender
3
1
House",https://www.realestate.co.nz/42829658/residential/sale/77-wesley-street-south-dunedin
172,10,"Save this listing
32 Panmure Avenue, Calton Hill
Negotiation
4
1
House",https://www.realestate.co.nz/42824329/residential/sale/32-panmure-avenue-calton-hill
173,10,"Save this listing
OPEN HOME TODAY
34 Arran Street, Mosgiel
Negotiation
3
2
House",https://www.realestate.co.nz/42752374/residential/sale/34-arran-street-mosgiel
174,10,"OPEN HOME TODAY
17 Freyberg Road, Fairfield
Negotiation
3",https://www.realestate.co.nz/42743508/residential/sale/17-freyberg-road-fairfield
175,10,,https://www.realestate.co.nz/42830315/residential/sale/1-wynyard-street-south-dunedin
176,10,,https://www.realestate.co.nz/42822101/residential/sale/74-st-leonards-drive-saint-leonards
177,10,,https://www.realestate.co.nz/42631508/residential/sale/1-180-scott-street-waverley
178,10,,https://www.realestate.co.nz/42820726/residential/sale/10-crosby-street-mornington
179,10,,https://www.realestate.co.nz/42777107/residential/sale/56-drivers-road-maori-hill
180,10,,https://www.realestate.co.nz/42826540/residential/sale/55-murray-street-mosgiel
181,10,,https://www.realestate.co.nz/42826274/residential/sale/136-riselaw-road-calton-hill
182,10,,https://www.realestate.co.nz/42579522/residential/sale/2-60-ann-street-kaikorai
183,10,,https://www.realestate.co.nz/42821645/residential/sale/6-fenty-place-mosgiel
184,10,,https://www.realestate.co.nz/42682158/residential/sale/448-taioma-road-north-taieri
185,10,,https://www.realestate.co.nz/42799557/residential/sale/10-geelong-street-waikouaiti
186,10,,https://www.realestate.co.nz/42824233/residential/sale/53-lawrence-street-mornington
187,10,,https://www.realestate.co.nz/42795384/residential/sale/975-harington-point-road-harington-point
188,10,,https://www.realestate.co.nz/42611711/residential/sale/195-wakari-road-helensburgh
189,10,"Share this listing
Save this listing
Listed 10 months ago
110 Melbourne Street, South Dunedin
INCREDIBLE DEVELOPMENT OPPORTUNITY
7724m2
Section
$5,400,000 Plus GST (if any)",https://www.realestate.co.nz/42617405/residential/sale/110-melbourne-street-south-dunedin
